Job Title,Applicant ID,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,Longitude,Latitude,sal
 Opening for French Specialist Accounts Payable,204,1 - 4 yrs, accounts payable| accounting| AP,Back Office/Web/Transaction Processing,Bengaluru,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),77.590082,12.9767936,2016
 Applications Analyst OEE,205,3 - 5 yrs, Change management| Healthcare| Analyst| Business Analyst| Social media| Problem management| Software development life cycle| Scheduling| OEE,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","Medical, Healthcare, Hospitals",Software Developer,77.590082,12.9767936,6067
 Customer Service Engineer - - ICD Security Solutions,206,2 - 7 yrs, Copyright| Customer Service Representative| CV| Customer service| Security| Troubleshooting| CCTV,Corporate Sales,Pune,"Sales , Retail , Business Development","IT-Software, Software Services",Client Servicing/Key Account Manager,73.8544541,18.521428,3180
 Urgently Required Senior PHP Developer(laravel) || Gurgaon ,207,2 - 5 yrs, CSS| jQuery| MySQL| Javascript| HTML| Web Development| Laravel| Codeigniter,Programming & Design,Gurgaon,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.00270015,28.42826235,3588
 Associate Process Consultant,208,7 - 12 yrs, Networking| Telecom| LAN| WAN| Bss| VPN| Wireless| Telecommunication| Costing| Visio,Project Management,Pune,IT Software - Telecom Software,"IT-Software, Software Services",Project Manager-IT/Software,73.8544541,18.521428,4791
 Infrastructure management- Lecturer,209,5 - 7 yrs, Teaching| Educator| Counselor| Mentor| Trainer| Advisor,University Level,Ghaziabad,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Lecturer/Professor,77.45268496,28.7218316,1958
 Finance Admin,210,4 - 6 yrs, Business communication| Analytical skills| Business objects| Team management| management| Transition management| Trend analysis| Variance analysis| Analytics,Finance/Audit,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Financial Analyst,73.8544541,18.521428,3214
 Guest Relations Executive,211,6 - 7 yrs, Usage| PDF| C| Social media| Cash handling| Database| Customer service| Merchandising| Advertising,Senior Management,"Mumbai,Delhi","Sales , Retail , Business Development","NGO, Social Services, Regulators, Industry Associations",Head/VP/GM/National Manager -Sales,77.2820578,28.5715304,5474
 Salesforce System Architect,212,8 - 12 yrs, salesforce| salesforce.com| system design| application architecture,Programming & Design,Chennai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Architect,80.270186,13.0836939,4146
,213,vide,vide,,,,,,11.0480288,46.3144754,1660
System Monitoring Tools & Techniques Professional,214, 13 - 15 Years,Execution|Project Management|AO engagement|Monitoring Tools|Delivery Management|Stakeholder Management|System Monitoring,Project Management, Bengaluru,"IT Software - ERP , CRM",IT-Software / Software Services,Project Manager-IT/Software,77.590082,12.9767936,4639
 HR Recruiter,215,0 - 2 yrs, Recruitment| Hiring| HR| Screening| Interviewing| Staffing,Other,Navi Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Fresher,73.0198537,19.0308262,6420
 Business Development Manager (eCommerce),216,1 - 3 yrs, bca| cold calling| bidding| academic| customer service| documentation| selling| web development| seo| mba,Corporate Sales,Delhi,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,77.2219388,28.6517178,3524
 Java Developer - Spring/ Hibernate,217,5 - 10 yrs, Java| Webservices| Spring| Hibernate| System Design| ESB| SQL| Spring Boot| Javascript,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,3676
 Python Developer,218,0 - 1 yrs, Debugging| Troubleshooting| Python| Interpersonal skills| OOPS| Programming| developer,Programming & Design,Gurgaon,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.00270015,28.42826235,5033
 Sales And Marketing/Business Development manager,219,2 - 7 yrs, Direct sales| Cold calling| English| Networking| Business Development Manager| Customer interfacing| Data collection| Service| Digital marketing| WHO,Retail Sales,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,72.8773928,19.0759899,2992
 Microsoft Developer,220,2 - 7 yrs, build automation| Entity framework| MVC| microsoft| SQL,Programming & Design,Ahmedabad,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer,72.5797068,23.0216238,3091
 Customer Service Executive (Adeeba Group) for Tech Support/ Sales,221,2 - 7 yrs, Technical support| Outbound| Troubleshooting| RecruitmentEnglish| Antivirus| Comp| Customer Service Executive| Domestic BPO,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,4963
 Inbound Technical Support With Attractive Salary Package,222,0 - 5 yrs, Outbound| Medical| Technical support| Technical Support Associate| Email| Sales| US shift| Antivirus| Troubleshooting| Comp,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),88.35769124,22.5414185,5156
" Placement Officer,",223,0 - 5 yrs, HR| Human Resource Management| Placement Coordination| recruitment executive| recruitment officer,Other,Pune,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Outside Consultant,73.8544541,18.521428,1510
 Walk-in Interviews For Sr.executive - Procurement on 5th July,224,2 - 5 yrs, Strategic Sourcing| procurement| supply chain management| Packaging| Vendor Management,Purchase/Material Management,Gurgaon,Purchase / Logistics / Supply Chain,"Internet, Ecommerce",Purchase Executive,77.00270015,28.42826235,5829
Urgent Opening Automation Test Engineer 2-5yrs-bellandur Bangalore,225, 2 - 5 Years,Test Engineering,Programming & Design,Bengaluru (Bellandur) ,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer,77.6781903,12.9310383,3991
 Senior TSA Inbound Tech Process,226,0 - 2 yrs, Outbound| Technical Support Associate| Sales process| process| Senior| Technical| US shift| Technical support| International BPO,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),88.35769124,22.5414185,5791
 Freelance Corporate Trainer on Taleo,227,5 - 10 yrs, Corporate Training| corporate trainer| technical trainer,Teachers,Bengaluru,"Teaching , Education , Training , Counselling","IT-Software, Software Services",Trainer,77.590082,12.9767936,2591
 Senior Java Developer- Urgently Required by Mumbai IT Company,228,3 - 5 yrs, java| mongodb| Hibernate| spring| jms,Programming & Design,Mumbai (Sakinaka) ,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.8817764,19.1004019,6616
 Manager Procurement,229,4 - 5 yrs, Procurement| Supply chain management| Automation| Copyright| Chain| Purchase| Head Operations| Steel| Business Executive,Purchase/Material Management,Mumbai,Purchase / Logistics / Supply Chain,"Advertising, PR, MR, Event Management",Purchase/Vendor Development Manager,72.8773928,19.0759899,5994
 Senior Software Engineer - UI Development - Javascript/angularjs,230,5 - 10 yrs, software development life cycle| css| html5| ui development| design patterns| svn| software engineering| angularjs| javascript,Programming & Design,Gurgaon,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.00270015,28.42826235,1822
 Telle Caller,231,0 - 2 yrs, good communication skill| good speeking manners| ability to face strangers| punctual| gopod efficiency,Voice,Delhi,"ITES , BPO , KPO , LPO , Customer Service , Operations","Recruitment, Staffing",Telecalling/Telemarketing Executive,77.2219388,28.6517178,4502
 Documentation Executive,232,8 - 10 yrs, e - tendering| Tender Preparation| bid preparation| proposal preparation,,Delhi NCR (Green Park) ,Other,"Architecture, Interior Design",Other,121.0400267,14.4768661,3090
 Restaurant Cashier,233,2 - 4 yrs, Cash Handling| Cashier Activities| Day Book| Cashier| Restaurant| CSAT,Front Office/Customer Care,Delhi NCR (Shakti Nagar) ,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Cashier,,,2985
" Opening For Dot Net Developer @ Baner, Pune",234,0 - 0 yrs, C#| .Net| Asp.net,Other,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Fresher,73.8544541,18.521428,2711
 Management Trainee,235,0 - 2 yrs, Excel| Sales| Conflict resolution| Analytical| Management Trainee| Power point presentation| MS Office,Other,Pune,"Sales , Retail , Business Development",Insurance,Trainee,73.8544541,18.521428,6527
 Junior Company Secretary,236,3 - 8 yrs, Manual testing| Eclipse| Coding| Scrum| Enterprise applications| Healthcare| JIRA| Android SDK| test driven development| Business Analyst,Programming & Design,Gurgaon,IT Software - QA & Testing,"Medical, Healthcare, Hospitals",Testing Engineer,77.00270015,28.42826235,5970
 Production Manager,237,1 - 5 yrs, Production Management| production control| production planning| Production Manager| Planning| Production Support| Organizing,Production/Manufacturing/Maintenance,"Chandigarh,Panchkula","Production , Manufacturing , Maintenance","Internet, Ecommerce",Production Manager,76.8381751,30.6958386,6473
 Have Confidence to Convince Customer Then Join Adeeba (Inbound Voice),238,0 - 1 yrs, Outbound| Medical| Technical support| Technical Support Associate| Email| Technical| US shift| Antivirus| Troubleshooting| Comp,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,2781
 Business Transformation Consultant,239,3 - 8 yrs, project management| management consulting| business transformation| strategy consulting| change management| sales strategy| top management,,"Delhi NCR,Mumbai,Bengaluru",Other,"Strategy, Management Consulting Firms",Other,121.0977529,14.6719732,6096
 Content Editor,240,3 - 6 yrs, Digital media| PHP| Recruitment| Bengali| LMS| Business administration| Content Editor| Journalism| Literature| Administration,Content Development,Hyderabad,"Journalism , Editing , Content","Media, Entertainment, Internet",Content Developer,78.4740613,17.360589,5611
 Graphics Hardware Engineer,241,5 - 7 yrs, Graphics| Simulation| Power management| Electronics| Hardware| Research| System analysis| Electricals,Programming & Design,Bengaluru,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Software Developer,77.590082,12.9767936,3804
 Visual Designer,242,1 - 3 yrs, Motion Graphics| Infographics| Illustrator| animations| infographics| Corel draw| Photoshop| CorelDRAW| Visual Designer,Creative,Bengaluru,"Design , Creative , User Experience","IT-Software, Software Services",Visualiser,77.590082,12.9767936,3159
 Web Designer,243,3 - 8 yrs, Illustrator| Web designing| Photoshop| CSS| Web technologies| XML| Intranet| Business Executive,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Graphic/Web Designer,77.590082,12.9767936,4963
 ACCOUNTS EXECUTIVES,244,3 - 8 yrs, Tally| Retail| Accounts Executive| Retail Executive,Accounts,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","Industrial Products, Heavy Machinery",Accounts Executive/Accountant,72.8773928,19.0759899,5957
 Finance & Accounting Associates,245,2 - 5 yrs, Financial reporting| Due diligence| Data analysis| Accounting| International finance| Banking,Accounts,Noida,"Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Accounts Manager,77.3271074,28.5707841,6420
 DEALER - RETAIL BROKING,246,1 - 5 yrs, NSE| Lead generation| Compliance| Relationship| Equity| Client acquisition| Research| Revenue generation| Monitoring| HNI client handling,Institutional Sales,Kolkata,"Sales , Retail , Business Development","Accounting, Finance",Sales Executive/Officer,88.35769124,22.5414185,4106
 SENIOR SOFTWARE DEVELOPER (MVC .NET),247,5 - 7 yrs, MySQL| Javascript| UML| server| css| Technical writing| html5| bootstrap| microsoft| Technical support| sql| cloud| ui| web| design| asp.net| mvc| api| architecture| level| Visual Studio| quality| MS SQL| infrastructure| .net| agile| angularjs| aws,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,2274
 Client Relationship Partner,248,2 - 7 yrs, MIS reporting| Trade| Operational risk| Banking| Relationship| Client relationship| Saving,Retail/Personal Banking,Bengaluru,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Sales Officer,77.590082,12.9767936,3290
" Sales Manger Opening In An E-commerce Industry- (mumbai, Pune)",249,2 - 7 yrs, sales strategy| sales management| B2B Sales| corporate sales| institutional sales,Institutional Sales,"Mumbai,Pune","Sales , Retail , Business Development","Internet, Ecommerce",Sales/Business Development Manager,72.840292,18.9560691,4565
 Dot Net Developer,250,2 - 7 yrs, soa| sql| relationship management| server| software| jquery| service oriented architectures| quality systems| software implementation| computer science| sql server 2008| design,Programming & Design,"Ahmedabad,Ahmedabad","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.5797068,23.0216238,2105
 Lead Business Systems Analyst,251,7 - 8 yrs, Analyst,,Gurgaon,Other,"Banking, Financial Services, Broking",Other,77.00270015,28.42826235,5581
 Sr. Manager- Art in Mumbai || Opportunity @ Client side,252,7 - 12 yrs, Art Director,Senior Management,Mumbai,"Design , Creative , User Experience","Internet, Ecommerce",Creative Director,72.8773928,19.0759899,1832
 Hiring for Domestic/ International Processes.contact the HR Asap,253,0 - 3 yrs, fresher| icse| inbound process| outbound| international bpo| uk process| bcom| communication skills| back office| cbse| web chat| chat process| Aviation| Guest Relations| Public Speaking| PR,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,4974
 Sr . Manager,254,7 - 10 yrs, Automobile| Warehouse| Problem management| Manager Operations,,Ahmedabad,Top Management,"Recruitment, Staffing",Head/VP/GM-Operations,72.5797068,23.0216238,6362
 Manager Learning & Development,255,10 - 15 yrs,vide,Senior Management,Bengaluru,"HR , Recruitment , Administration , IR","Semiconductors, Electronics",Head/VP/GM-Training & Development,77.590082,12.9767936,4563
 Urgent Requirement for CCE Telesales for Night Shift.,256,1 - 6 yrs, Outbound| Telesales| Night shift| English| process| Technical| Inbound calls| Service| Printers| Business Executive,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,2023
 Vancancy for Inbound Tech Sales Executive,257,0 - 3 yrs, Outbound| Service| Technical support| process| Inbound calls| Domestic BPO| Bonus| Business Executive| Comp,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),88.35769124,22.5414185,6234
 Infrastructure SSO Architect- Looking For Early Joiners,258,10 - 20 yrs, single sign - on| single sign on| IT Infrastructure| SSO,System Design/Implementation/ERP/CRM,"Gurgaon,Australia","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Solution Architect / Enterprise Architect,-79.0305722,-8.123729,4185
 Sr. Architect / Project Position: Sr. Architect / Project,259,10 - 15 yrs, layout| coordinating| material selection| ms| mep| photoshop| corel draw| co| monitoring| plumbing,Architectural Services,"Mumbai,Thane","Architecture , Interior Design","Real Estate, Property",Architect,72.9701779,19.1943294,1933
Nosql (couchdb/redis/bigtable/dynamodb),260, 4 - 6 Years,coding|database design|test cases|analytical|nosql|cassandra,Programming & Design, Bengaluru,"IT Software - DBA , Datawarehousing",IT-Software / Software Services,Software Developer,77.590082,12.9767936,5722
 Immidate Opening for Voice & Accent Trainer @ Vee Technologies,261,3 - 4 yrs, accent| auditing| soft skills| training needs| customer service| process compliance,Training,Bengaluru (Vasanth nagar) ,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Voice & Accent Trainer,77.58516878,12.98872125,6823
 Walk- in | Hdfc Life | We are Hiring Freshers:5th till 20th Aug@ Delhi,262,0 - 2 yrs, Sales| Fresher| Marketing,Retail Sales,"Delhi NCR,Agra,Aligarh,Bareilly,Faridabad,Ghaziabad,Meerut,Moradabad,Muzaffarpur","Sales , Retail , Business Development",Insurance,Sales/Business Development Manager,,,2327
 AIT Global India Private Limited is Looking For JAVA Developer.,263,2 - 5 yrs, Java EE| Hibernate| Core Java| Software Development| Spring Mvc| Multithreading| OOD| JDBC| Spring Boot| JSF,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,4770
" Cloud Engineer Cloud Based IT MNC In Gurgaon , salary 7 - 8 LPA",264,2 - 4 yrs, Virtualization| Cloud computing| Server architecture| Windows Troubleshooting| Customer satisfaction| Manager Technology| Deployment| Management,Programming & Design,Gurgaon,IT Software - System Programming,"Real Estate, Property",Technical Architect,77.00270015,28.42826235,4307
 Relationship Manager - Bangalore,265,2 - 4 yrs, business development| sales| sales marketing| marketing executive| sales executive| sales officer| sales manager| area sales manager| territory sales manager| territory manager| area manager| regional manager| regional sales manager| regional business manager,Retail Sales,Bengaluru,"Sales , Retail , Business Development","Education, Teaching, Training",Sales Executive/Officer,77.590082,12.9767936,6228
 Territory Sales Manager-Passive Networking-Mumbai/Bangalore/Hyderabad,266,3 - 8 yrs, Sales| Sale| Networking Sales| It Solution Sales| Structured Cabling| Passive Networking| Data Center| Cable Tray| cabling| Data Center Rack| data - centre rack| LAN| UTP Cables,Corporate Sales,"Bengaluru,Hyderabad,Mumbai","Sales , Retail , Business Development","Electricals, Switchgears",Sales/Business Development Manager,78.5453172,17.3562,6061
 Business Development Manager,267,3 - 5 yrs, marketing executive| distributors| customer profiling| sales strategy| market research| Business Development| sales executive,Retail Sales,"Bengaluru,Mumbai,Delhi","Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,73.018309,19.0061273,5052
 Senior Manager-fundraising,268,12 - 18 yrs, fundraising| finance,Operations/Processes/Finance/Legal,Bengaluru,"Financial Services , Banking , Investments , Insurance","Medical, Healthcare, Hospitals",Finance/Budgeting Manager,77.590082,12.9767936,4754
 Bulk Hiring Travel Sales Consultants US /UK Shifts Call ASAP,269,1 - 5 yrs, worldspan| travel sales consultants| galileo| amadeus| gds,Voice,"Delhi NCR,Gurgaon","ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),77.10436033,28.42208445,6213
 UI Developer (Frontend Developer),270,3 - 8 yrs, Front end| Email| PDF| MIN| UI| phone| Strategic HR| Doc| Consultancy| Recruitment,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","Construction, Engineering, Cement, Metals",Software Developer,72.8773928,19.0759899,6069
 Netsuite Technical Consultant,271,3 - 5 yrs, CVS| ERP| Rest| middle east| Technical| Customization| E-commerce| CRM| Open| WHO,System Design/Implementation/ERP/CRM,Mumbai,"IT Software - ERP , CRM","IT-Software, Software Services",Outside Technical Consultant,72.8773928,19.0759899,6352
"Java Full Stack – Technical Lead, Senior Engineer",272, 6 - 11 Years,Java|Angular JS|Hibernate|Core Java|Technical Leader|Technical|Javascript|Spring|JQuery|JS framework,Programming & Design, Bengaluru,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer,77.590082,12.9767936,2456
 ADM - External Affairs &amp; CSR - Bangalore,273,8 - 13 yrs, senior management| ngo| key skills| Corporate Social Responsibility| Govt Liasioning| corporate pr| External Communications,CSR & Sustainability,Bengaluru,CSR & Sustainability,"Automobile, Auto Anciliary, Auto Components",CSR Manager,77.590082,12.9767936,3893
 Immediate Opening Asp.net MVC Developers For Mumbai (worli),274,3 - 5 yrs, Asp.Net MVC| entity framework| API,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.8773928,19.0759899,6003
 Home loan,275,1 - 4 yrs, Loans| Direct Sales Associate| Policies| Bfsi| Finance| Sanction| WHO,Retail/Personal Banking,Kolkata,"Financial Services , Banking , Investments , Insurance","Recruitment, Staffing",Sales Officer,88.35769124,22.5414185,2657
" Sr. Resident, General & Laparoscopic Surgery",276,2 - 6 yrs, Monitoring| Senior Resident| RAM| DNB| Dmc,Medical Professional,Delhi,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Surgeon,77.2219388,28.6517178,3852
 Angular Developer - Fulcrum Digital,277,4 - 6 yrs, Angularjs| CSS| Responsive Web Design| Javascript| Bootstrap| HTML| JSON| JQuery| Web Development| Grunt,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,3209
,278,vide,networking|Network|Lead|Network|Lead|Network|Network|Lead|Network|networking|Lead|Leading|Network|Lead|Network|Lead|Network|Leading|Lead|Network|Network|Lead|Network|Lead|lead|Lead|Network|Network|Lead|Network|Network|Network|Lead|Networking|Lead|Lead|Network|Lead|Networking|Lead|Lead|Network|Network|Lead|Network|Networking|Lead|Lead|Lead|Lead|Network|Network|Lead,,,,,,11.0480288,46.3144754,4450
 Devops Engineer - Tools & Automation,279,5 - 8 yrs, python| open source| database| Automation| java| linux| perl| Monitoring| nosql,Programming & Design,Navi Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.0198537,19.0308262,4127
 Great Opportunity To join top MNCs in Kolkata! Grab them While it last,280,0 - 3 yrs, PR| international bpo| chat process| Aviation| back office| web chat| Guest Relations| Public Speaking| bcom| fresher| inbound process| outbound| uk process| icse| communication skills| cbse,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,4664
 QA Functional Testing,281,3 - 6 yrs, QA| Functional testing,Programming & Design,Bengaluru,IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer,77.590082,12.9767936,2155
 Sales Engineer,282,2 - 7 yrs, Sales Engineering,Retail Sales,Bengaluru,"Sales , Retail , Business Development","Automobile, Auto Anciliary, Auto Components",Sales/Business Development Manager,77.590082,12.9767936,3534
Software Engineer - Unity Developer,283, 3 - 8 Years,Design Development|Software Engineering|Lighting|Computer Science|Product Quality|Automation Testing|Asset Management|GUI|Object Oriented Programming|Android,Programming & Design,Bengaluru,IT Software - Mobile,Telecom / ISP,Software Developer,77.590082,12.9767936,4927
 Associate Level 1 - Fund Accounting,284,1 - 5 yrs, NAV calculation| Fund accounting| Automation| Corporate actions| Accounting| Process improvement| Analytical| Reconciliation| Standard operating procedures| Subject Matter Expert,Accounts,Chennai,"Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Accounts Executive/Accountant,80.270186,13.0836939,1906
 Associate Principal Analyst - Network Security Research,285,3 - 7 yrs, Networking| Secondary research| Recruitment| Analyst| Network security| Research| IPS| Advisory| Firewall,System Design/Implementation/ERP/CRM,Gurgaon,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Business Analyst,77.00270015,28.42826235,6272
 Training Specialist,286,4 - 8 yrs, Team Management| Training Need Analysis| sales training| Retail Sales| MS Office| Product Training| Training| Team Building| Skill Development| Retail Marketing| trainer| Regional Management| Competency Mapping| Training Delivery,,Gurgaon,Other,"Telcom, ISP",Other,77.00270015,28.42826235,1784
 Urgent Opening For Field Recruiter ,287,1 - 6 yrs, hiring| HRIS| procurement| HR| sourcing| Recruitment| staffing,HR/ Recruitment / IR,Delhi NCR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,77.1212148,28.6882438,3186
 JAVA Developer,288,4 - 7 yrs, Computer science| Continuous improvement,Programming & Design,Kolkata,"IT Software - Application Programming , Maintenance","Internet, Ecommerce",Software Developer,88.35769124,22.5414185,5744
 Urgent Openings For Pharma Freshers,289,0 - 3 yrs, pharmaceutical| medical| Pharma| medical billing| healthcare,Medical Professional,Pune,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Pharma, Biotech, Clinical Research",Medical Representative,73.8544541,18.521428,5195
 Front End Developer - Wordpress/html/css/javascript,290,3 - 5 yrs, CSS| Wordpress| MySQL| Javascript| PHP| HTML| JQuery| SEO| Ajax| Hosting,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,3683
Mechanical Maintenance – Btech / Diploma,291, 0 - 2 Years,mechanical operation|preventive maintenance|mechanical|engineeringbreak down maintenance|mechanical maintenance,"Suguna Group was founded in the year 1984 with the inception of Suguna Foods in poultry sector by first generation entrepreneurs. Suguna is a USD 1.3 billion (INR 9,000 cr) group and leader in Indian protein food/animal farming industry. With an employee footprint of more than 8500, the group is in to poultry, dairy, processed protein food, animal nutrition, healthcare & biologicals. Group companies are Suguna Foods, Suguna Dairy, Globion, Aminovit Srilanka, Suguna Bangladesh and Kenya. Suguna Foods is the largest poultry enterprise in India and it ranks among the top 10 worldwide. The fully integrated operations cover broiler and layer farming, hatcheries, feed mills, processing plants, vaccines and exports. Suguna markets live broiler chicken, value added eggs, ready-to-eat and ready-to-cook chicken products. With the intent to provide consumers with fresh, clean and hygienic packed chicken, Suguna has set up a chain of modern retail outlets in the name of Ã¢â‚¬ËœDaily FresshÃ¢â‚¬â„¢. Suguna Foods pioneered contract farming in poultry industry, and now has presence in 21 states in India. Suguna as a brand is known for its quality products which has been well accepted by the consumers. Suguna Group always believes in energising rural India and providing nutritional security to India and is proud to associate with the mission of improving livelihood of 38,000 farmers", Hyderabad,Other,FMCG / Foods / Beverage,"Suguna Group was founded in the year 1984 with the inception of Suguna Foods in poultry sector by first generation entrepreneurs. Suguna is a USD 1.3 billion (INR 9,000 cr) group and leader in Indian protein food/animal farming industry. With an employee footprint of more than 8500, the group is in to poultry, dairy, processed protein food, animal nutrition, healthcare & biologicals. Group companies are Suguna Foods, Suguna Dairy, Globion, Aminovit Srilanka, Suguna Bangladesh and Kenya. Suguna Foods is the largest poultry enterprise in India and it ranks among the top 10 worldwide. The fully integrated operations cover broiler and layer farming, hatcheries, feed mills, processing plants, vaccines and exports. Suguna markets live broiler chicken, value added eggs, ready-to-eat and ready-to-cook chicken products. With the intent to provide consumers with fresh, clean and hygienic packed chicken, Suguna has set up a chain of modern retail outlets in the name of Ã¢â‚¬ËœDaily FresshÃ¢â‚¬â„¢. Suguna Foods pioneered contract farming in poultry industry, and now has presence in 21 states in India. Suguna as a brand is known for its quality products which has been well accepted by the consumers. Suguna Group always believes in energising rural India and providing nutritional security to India and is proud to associate with the mission of improving livelihood of 38,000 farmers",78.4740613,17.360589,6087
 PHP Developer,292,2 - 6 yrs, javascript| html| ajax| jquery| php mysql| smarty| api| analytical| third party| software development life cycle,Programming & Design,Noida,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.3271074,28.5707841,5509
Sr.consultant-power Distribution,293, 4 - 7 Years,Renewable energy|Power distribution|Power sector|Banking|Electricals,Voice,Gurgaon,"ITES , BPO , KPO , LPO , Customer Service , Operations",Accounting / Finance,Associate/Senior Associate -(NonTechnical),77.00270015,28.42826235,4560
" Chinese, Spanish Language Expert (proofcheck Medical Content),",294,2 - 7 yrs, spanish language expert| chinese| spanish| medical,Journalist/Writer,"Delhi NCR,Bengaluru","Journalism , Editing , Content","Medical, Healthcare, Hospitals",Proof Reader,121.0977529,14.6719732,4235
 Hiring for Tech Sales_Inbound UK/ US Voice Process,295,1 - 5 yrs, Sales Associate| support| Voice process| Issue| Senior| Technical| Inbound calls| Bonus| US shift| Software,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,3101
 SUPPORT Engineers (FEMALE CANDIDATES),296,1 - 5 yrs, MCSE| Database| Support Engineer,Back Office/Web/Transaction Processing,Hyderabad,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),78.4740613,17.360589,3096
 MS SQL Developer : 0 - 2 Years (only MALE Candidates),297,1 - 3 yrs, SSRS| SQL Server| Stored Procedures| SQL Development| MS SQL,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,1934
